aptos_por_local,bairro,endereco,lat,local_de_votacao,long,secoes_eleitorais,zona_eleitoral_nome,zona_eleitoral_nro
4829,PARQUE PAULISTANO,"RUA DR. JOSÉ DE PORCIÚNCULA, 73, São Paulo",-23.483713,EMEF. RAIMUNDO CORREIA,-46.432133,Da 248ª à 255ª; 291ª; 295ª; 298ª; 355ª; 388ª;,JARDIM HELENA,397
3016,JD S MARTINHO,"RUA ERVA DO SERENO, 15, São Paulo",-23.483774,EMEF. VIRGÍLIO DE MELO FRANCO,-46.415516,Da 260ª à 263ª; 278ª; 305ª; 339ª; 375ª; 377ª;,JARDIM HELENA,397
6502,JD S MARTINHO,"RUA ERVA DO SERENO, 500, São Paulo",-23.48402,EE. FERNANDES SOARES,-46.413761,Da 55ª à 65ª; 310ª; 315ª; 328ª; 349ª; 367ª; 391ª;,JARDIM HELENA,397
6468,PARQUE PAULISTANO,"RUA GONÇALVES RIBEIRO, 50, São Paulo",-23.482901,EE. PROF. FRANCISCO PEREIRA DE SOUZA FILHO,-46.430779,Da 154ª à 168ª; 342ª; 351ª;,JARDIM HELENA,397
5578,JARDIM CAMPOS,"RUA ILHA DE MARUI, 100, São Paulo",-23.508953,EMEF ANTONIA E ARTUR BEGBIE,-46.405735,Da 177ª à 186ª; 301ª; 343ª; 348ª; 358ª; 380ª;,JARDIM HELENA,397
5413,PARQUE DOM JOAO NERI,"RUA JOÃO CORREIA DE MAGALHÃES, 200, São Paulo",-23.5196,EE. PROF. WILSON ROBERTO SIMONINI,-46.405128,Da 264ª à 273ª; 275ª; 286ª; 307ª; 340ª;,JARDIM HELENA,397
7001,JARDIM SILVA TELES,"RUA JOSÉ ALEXANDRE MACHADO, 22, São Paulo",-23.495895,EMEF. GAL. NEWTON REIS,-46.410706,Da 187ª à 204ª.,JARDIM HELENA,397
3467,JARDIM SILVA TELES,"RUA JOSÉ ALEXANDRE MACHADO, 619, São Paulo",-23.500872,EE PROFA MARIA VERA LOMBARDI SIQUEIRA,-46.408806,Da 173ª à 176ª; 288ª; 297ª; 309ª; 317ª; 344ª;,JARDIM HELENA,397
3265,JARDIM BARTIRA,"RUA PATAJUBA, 18, São Paulo",-23.510122,EMEF. HENRIQUE FELIPE DA COSTA,-46.4091,Da 205ª à 208ª; 290ª; 296ª; 312ª; 320ª; 374ª; 385ª;,JARDIM HELENA,397
3760,PARQUE SANTA RITA,"RUA PEDRO RODRIGUES, 99, São Paulo",-23.516132,EE PROFA CLEISE MARISA SIQUEIRA,-46.41589,Da 169ª à 172ª; 292ª; 299ª; 321ª; 332ª; 353ª; 361ª; 384ª;,JARDIM HELENA,397
1462,PARQUE PAULISTANO,"RUA PEDROSO DA SILVA, 482, São Paulo",-23.487761,COLÉGIO CAVLAC,-46.432591,303ª; 322ª; 330ª; 333ª; 371ª;,JARDIM HELENA,397
5380,PARQUE PAULISTANO,"RUA PEDROSO DA SILVA, 744, São Paulo",-23.49025,EE. MARIA DE LOURDES VIEIRA,-46.432308,Da 98ª à 109ª; 277ª; 306ª;,JARDIM HELENA,397
5052,JARDIM HELENA,"RUA SALSA PARRILHA, S/N, São Paulo",-23.487301,EE. DR. HENRIQUE SMITH BAYMA,-46.413551,Da 18ª à 21ª; Da 280ª à 284ª; 326ª; 334ª; 360ª; 369ª; 378ª; 389ª;,JARDIM HELENA,397
7025,PARQUE PAULISTANO,"RUA SANTA ROSA DE LIMA, 591, São Paulo",-23.486469,EE. DR. DIOGO DE FARIA,-46.429298,Da 1ª à 17ª; 336ª; 372ª;,JARDIM HELENA,397
2938,JARDIM HELENA,"RUA SÃO BRÁS DO SUAÇUI, 159, São Paulo",-23.477484,EMEF. SENADOR JOSÉ ERMIRIO DE MORAIS,-46.426045,Da 256ª à 259ª; 289ª; 311ª; 318ª; 354ª;,JARDIM HELENA,397
1777,PARQUE PAULISTANO,"RUA SÃO GONÇALO DO RIO DAS PEDRAS, 626, São Paulo",-23.488041,COLÉGIO INTERAÇÃO MODELO,-46.42115,302ª; 316ª; 323ª; 352ª; 363ª; 383ª;,JARDIM HELENA,397
6446,PARQUE PAULISTANO,"RUA SÃO GONÇALO DO RIO DAS PEDRAS, S/N, São Paulo",-23.48567,EMEF. PROF. JOSÉ BENTO DE ASSIS,-46.421219,Da 232ª à 247ª; 338ª;,JARDIM HELENA,397
2046,JARDIM BARTIRA,"RUA BRILHO DO SOL, 96, São Paulo",-23.49757,EMEF. PADRE CHICO FALCONI,-46.418953,Da 230ª à 231ª; 294ª; 314ª; 327ª; 368ª; 381ª;,JARDIM HELENA,397
6737,VILA JACUÍ,"AVENIDA DOUTOR USSIEL CIRILO, 225/231, São Paulo",-23.499206,UNIVERSIDADE CRUZEIRO DO SUL - UNICSUL,-46.452461,Da 179ª à 193ª; 200ª; 246ª; 265ª; 279ª; 289ª; 300ª;,VILA JACUÍ,398
7028,JARDIM DAS CAMÉLIAS,"AVENIDA LARANJA DA CHINA, 50, São Paulo",-23.511667,EE. LUIGI PIRANDELLO,-46.462196,Da 36ª à 54ª.,VILA JACUÍ,398
4690,JARDIM RUTH,"RUA BARDANA, 35, São Paulo",-23.512932,EE. PROF. TITO LÍVIO FERREIRA,-46.447994,Da 92ª à 97ª; 194ª; 206ª; 216ª; 227ª; 249ª; 263ª; 271ª; 286ª;,VILA JACUÍ,398
4751,JARDIM DAS CAMÉLIAS,"RUA CANGICA, 50, São Paulo",-23.511383,EE. JARDIM DAS CAMÉLIAS,-46.458664,Da 25ª à 31ª; 199ª; 211ª; 221ª; 231ª; 245ª; 254ª;,VILA JACUÍ,398
4480,JARDIM NAIR,"RUA DELTA, 49, São Paulo",-23.491568,EE. REPÚBLICA DE HONDURAS (UNIÃO 1),-46.455631,196ª; 207ª; 210ª; 212ª; 218ª; 222ª; 226ª; 229ª; 238ª; 248ª; 252ª; 256ª;,VILA JACUÍ,398
1197,JARDIM NAIR,"RUA DELTA, 79/A, São Paulo",-23.491207,EE. JOSÉ DE SAN MARTIN (UNIÃO 2),-46.455666,258ª; 261ª; 267ª; 270ª; 274ª; 278ª; 285ª; 287ª; 295ª; 299ª;,VILA JACUÍ,398
5790,VILA JACUÍ,"RUA DOM FRANCISCO DE CAMPOS BARRETO, 51, São Paulo",-23.513065,E.M.E.F. PEDRO TEIXEIRA,-46.455917,Da 140ª à 150ª; 215ª; 236ª; 244ª; 259ª; 280ª; 296ª;,VILA JACUÍ,398
462,JARDIM DAS CAMÉLIAS,"RUA DOS ESCOTEIROS, 110, São Paulo",-23.511225,E.M.E.I. DOUTOR ANTONIO ROBERTO ALVES BRAGA,-46.459744,262ª; 269ª; 275ª; 282ª; 288ª; 303ª;,VILA JACUÍ,398
2694,JARDIM SÃO CARLOS (ZONA LESTE),"RUA EL REY, 1-A, São Paulo",-23.5128,EE. JÚLIO DE CARVALHO BARATA,-46.473591,Da 32ª à 35ª; 217ª; 237ª; 257ª; 264ª; 284ª;,VILA JACUÍ,398
1097,JARDIM PEDRO JOSÉ NUNES,"RUA FLOR DE SÃO MIGUEL, 261, São Paulo",-23.5014,E.M.E.I. JARDIM PEDRO JOSÉ NUNES,-46.463901,233ª; 243ª; 251ª; 272ª;,VILA JACUÍ,398
3271,PARQUE CRUZEIRO DO SUL,"RUA JOÃO MARTINS, 448, São Paulo",-23.495251,COLÉGIO DOTTORI - UNIDADE I,-46.45842,Da 1ª à 8ª; 195ª; 277ª;,VILA JACUÍ,398
4838,PARQUE CRUZEIRO DO SUL,"RUA LÍBERO ANCONA LOPES, 169, São Paulo",-23.496891,E.M.E.F. PRESIDENTE EPITÁCIO PESSOA,-46.461143,Da 151ª à 162ª; 239ª; 250ª; 293ª;,VILA JACUÍ,398
5211,LIMOEIRO,"RUA PADRE ORLANDO NOGUEIRA, 139, São Paulo",-23.511734,E.M.E.F. RAUL PILLA,-46.465797,Da 163ª à 175ª; 225ª;,VILA JACUÍ,398
4757,VILA JACUÍ,"RUA PARIOTO, 449, São Paulo",-23.498766,EE. PROF. MÁXIMO DE MOURA SANTOS,-46.45285,Da 67ª à 77ª; 197ª; 228ª;,VILA JACUÍ,398
4576,JARDIM PEDRO JOSÉ NUNES,"RUA PAU-D'ARCO-ROXO, 371, São Paulo",-23.500858,E.M.E.F. DR. PEDRO ALEIXO,-46.465126,Da 128ª à 139ª; 240ª;,VILA JACUÍ,398
4195,PARQUE CRUZEIRO DO SUL,"RUA SÃO BERTOLDO, 449, São Paulo",-23.494162,EE. DEP. RAUL PILA,-46.457195,Da 13ª à 24ª.,VILA JACUÍ,398
2887,JARDIM PEDRO JOSÉ NUNES,"RUA SAPUPIRA, 1.005 A, São Paulo",-23.504709,E.M.E.F. SENADOR LINO DE MATTOS,-46.46835,Da 176ª à 178ª; 209ª; 223ª; 232ª; 253ª; 268ª; 281ª; 283ª;,VILA JACUÍ,398
1517,PARQUE CRUZEIRO DO SUL,"RUA SERRA DA MOEDA, 61, São Paulo",-23.492201,EE. ARCÂNGELO SFORCIM,-46.464954,Da 9ª à 12ª; 266ª;,VILA JACUÍ,398
6644,LIMOEIRO,"RUA TABACARANA, 10, São Paulo",-23.517599,EE. PROF. PAULO ROBERTO FAGGIONI,-46.47028,Da 78ª à 91ª; 213ª; 234ª; 260ª;,VILA JACUÍ,398
2660,JARDIM SÃO CARLOS (ZONA LESTE),"RUA TITO CAPINAM, 25, São Paulo",-23.512018,EE. PROF. GABRIEL PELICIOTTI,-46.475708,Da 64ª à 66ª; 208ª; 219ª; 235ª; 255ª; 276ª; 291ª;,VILA JACUÍ,398
3712,JARAGUA,"AVENIDA ALEXIOS JAFET -1800, São Paulo",-23.440645,E.E. MINISTRO OSCAR DIAS CORREA,-46.749187,157ª; 161ª; 170ª; 176ª; 182ª; 191ª; 205ª; 214ª; 219ª; 227ª;,JARAGUÁ,403
4656,JARDIM PEDRO JOSÉ NUNES,"RUA DA TROPICÁLIA, S/N, São Paulo",-23.502922,EE. PADRE NILDO DO AMARAL JÚNIOR,-46.459465,Da 55ª à 63ª; 198ª; 220ª; 247ª;,VILA JACUÍ,398
6367,JARDIM PLANALTO,"AVENIDA BALTAZAR SANTANA, 365, São Paulo",-23.517404,E.M.E.F. ANTONIO CARLOS DE ANDRADA E SILVA,-46.467018,Da 112ª à 127ª; 214ª;,VILA JACUÍ,398
6523,JARDIM HELENA,"RUA TUJUMIRIM, 419, São Paulo",-23.509219,EE. ESTELA BORGES MORATO,-46.415863,Da 39ª à 54ª; 335ª;,JARDIM HELENA,397
5462,JARDIM RINCAO,"ESTRADA DE TAIPAS, 1800, São Paulo",-23.440117,EMEF. JOSÉ KAUFFMANN,-46.732472,Da 130ª à 134ª; 141ª; 146ª; 150ª; 155ª; 159ª; 165ª; 174ª; 184ª; Da 202ª à 203ª; 217ª;,JARAGUÁ,403
3931,PARQUE PAN AMERICANO,"ESTRADA DO CORREDOR, 1210, São Paulo",-23.446314,EMEF. DEPUTADO ROGÊ FERREIRA,-46.731308,181ª; 192ª; 198ª; 210ª; 216ª; 220ª; 223ª; 226ª; 228ª; 230ª;,JARAGUÁ,403
4304,PARQUE NACOES UNIDAS,"RUA ANTONIO DE CABEZÓN, 398, São Paulo",-23.446144,EE. FRIEDRICH VON VOITH,-46.737076,Da 114ª à 122ª; 158ª; 162ª; 206ª;,JARAGUÁ,403
5267,JARDIM VIVAN,"RUA BARRA DA FORQUILHA, 160, São Paulo",-23.453096,EMEF. PROF. LUIZ DAVID SOBRINHO,-46.7309,Da 94ª à 105ª; 135ª; 139ª; 171ª; 207ª;,JARAGUÁ,403
1278,JARDIM VIVAN,"RUA BARRA DA FORQUILHA, 510, São Paulo",-23.451235,EMEI. FERNANDO DE AZEVEDO,-46.730213,187ª; 199ª; 215ª; 231ª; 248ª; 266ª;,JARAGUÁ,403
6854,JARDIM VISTA LINDA,"RUA BELO JARDIM, 674, São Paulo",-23.48847,EE. PROFA. ZENAIDE VILALVA DE ARAUJO,-46.750118,Da 1ª à 17ª; 175ª; 193ª;,JARAGUÁ,403
3303,PARQUE ANHANGUERA,"RUA BOAVENTURA PEREIRA, 235, São Paulo",-23.49077,EE. PROFA. MARILENA PIUMBATO CHAPARRO,-46.760201,Da 42ª à 44ª; 143ª; 148ª; 153ª; 163ª; 167ª; 178ª; 194ª; 211ª;,JARAGUÁ,403
904,CIDADE D'ABRIL,"RUA CAROLINA CARVALHO, 67, São Paulo",-23.453443,EMEI. JÚLIO ALVES PEREIRA,-46.746067,186ª; 197ª; 213ª; 240ª; 262ª; 272ª;,JARAGUÁ,403
3411,PARQUE SAO DOMINGOS,"RUA CORONEL JOSE RUFINO FREIRE, 193, São Paulo",-23.490841,COLÉGIO MIRANDA,-46.75222,Da 18ª à 19ª; 169ª; 190ª; 201ª; 208ª; 221ª; 229ª; 236ª; 243ª; 252ª; 263ª; 269ª;,JARAGUÁ,403
2086,JARDIM SANTA LUCRECIA,"RUA JEAN CORALLI, 135, São Paulo",-23.45191,EMEF. ALDO RIBEIRO LUZ,-46.75256,Da 123ª à 124ª; 137ª; 152ª; 156ª; 195ª; 241ª;,JARAGUÁ,403
4224,JARAGUA,"RUA JOAQUIM JOSÉ DE LIMA, 13, São Paulo",-23.480263,EE. PROF. OTTO DE BARROS VIDAL,-46.758011,Da 31ª à 41ª.,JARAGUÁ,403
6321,CIDADE D'ABRIL,"RUA MAURO DE ARAÚJO RIBEIRO, 678, São Paulo",-23.448872,EE. ANA SIQUEIRA DA SILVA,-46.744167,Da 68ª à 80ª; 164ª; 173ª; 180ª;,JARAGUÁ,403
4181,JARDIM JARAGUA,"RUA MIGUEL PEREIRA LANDIM, 253, São Paulo",-23.489821,EMEF. GENERAL HENRIQUE GEISEL,-46.756661,Da 20ª à 30ª.,JARAGUÁ,403
3296,JARDIM IPANEMA(ZONA OESTE),"RUA MIGUEL RIBAS, 11, São Paulo",-23.447466,EE. PROF. LEÔNIDAS HORTA DE MACEDO,-46.751087,Da 106ª à 113ª.,JARAGUÁ,403
2507,JARAGUA,"RUA NOSSA SENHORA DA CONCEIÇÃO, 226, São Paulo",-23.455641,COLÉGIO VACCARO,-46.74218,Da 57ª à 58ª; 185ª; 188ª; 204ª; 222ª; 232ª; 244ª;,JARAGUÁ,403
4695,JARAGUA,"RUA NOSSA SENHORA DA CONCEIÇÃO, 384, São Paulo",-23.45639,EMEF. BRIGADEIRO HENRIQUE RAYMUNDO DYOTT FONTENELLE,-46.743229,Da 45ª à 56ª; 189ª; 209ª;,JARAGUÁ,403
1684,PARQUE NACOES UNIDAS,"RUA PHILONILIA GONÇALVES DOS SANTOS, S/ N, São Paulo",-23.44466,EE REPÚBLICA DA ARGENTINA,-46.734211,Da 233ª à 234ª; 237ª; 239ª; 242ª; 246ª; Da 249ª à 250ª; Da 253ª à 254ª; 256ª; 264ª; 267ª;,JARAGUÁ,403
6793,CIDADE TIRADENTES,"AV. DOS METALÚRGICOS, 1155, São Paulo",-23.592188,EMEF. OSVALDO ARANHA BANDEIRA DE MELLO,-46.406898,Da 166ª à 183ª.,CIDADE TIRADENTES,404
6189,CIDADE TIRADENTES,"AV. DOS METALÚRGICOS, 150, São Paulo",-23.584351,EE. RUY DE MELLO JUNQUEIRA,-46.40876,Da 272ª à 287ª; 412ª;,CIDADE TIRADENTES,404
4679,COHAB PRESTES MAIA,"AV. DR. GUILHERME DE ABREU SODRÉ, 1503, São Paulo",-23.566154,EE. PROF. SÉRGIO ROCHA KIEHL,-46.407001,Da 113ª à 118ª; 291ª; 300ª; 315ª; 332ª; 398ª; 411ª; 423ª;,CIDADE TIRADENTES,404
5299,JARDIM IGUATEMI,"AV. RAGUEB CHOHFI, 4757, São Paulo",-23.594904,EE. PROF. SIMÃO MATIAS,-46.439934,Da 254ª à 264ª; 309ª; 370ª; 420ª;,CIDADE TIRADENTES,404
2079,CONJUNTO HABITACIONAL TURISTICA,"RUA CACHOEIRO DO ITAPEMIRIM, S/N, São Paulo",-23.453168,EMEI. ESTRADA TURÍSTICA DO JARAGUÁ,-46.737213,168ª; 183ª; 200ª; 212ª; 224ª; 235ª; 247ª; 255ª;,JARAGUÁ,403
3279,PARQUE PAN AMERICANO,"RUA ÂNGELO DA SILVA, 20, São Paulo",-23.442459,E.E. OSCAR BLÓIS,-46.741333,138ª; 142ª; 145ª; 149ª; 154ª; 160ª; 166ª; 172ª; 177ª; 179ª;,JARAGUÁ,403
5264,PARQUE NACOES UNIDAS,"RUA ANDRESSA, 120, São Paulo",-23.461042,EE. ÍTALO BETARELLO,-46.736526,Da 81ª à 93ª.,JARAGUÁ,403
4837,JARDIM ROSELI,"RUA ABNER RIBEIRO BORGES, 224, São Paulo",-23.596203,EMEF. PROF. FELICIO PAGLIUSO,-46.441155,Da 26ª à 37ª; 302ª; 450ª;,CIDADE TIRADENTES,404
2686,VILA IOLANDA II,"RUA ALFONSE JOAILLER, 06, São Paulo",-23.586665,EE. JARDIM DOM ANGÉLICO,-46.381045,312ª; 324ª; 335ª; 345ª; 371ª; 383ª; 394ª;,CIDADE TIRADENTES,404
2690,CIDADE TIRADENTES,"RUA ARROIO ARAPONGAS, 257, São Paulo",-23.583734,EMEF. PROF. CLÁUDIA BARTOLOMAZI,-46.413799,320ª; 322ª; 334ª; 348ª; 369ª; 379ª; 399ª; 414ª; 430ª; 448ª;,CIDADE TIRADENTES,404
4638,JARDIM ALTO ALEGRE,"RUA BORZEGUIM, 90, São Paulo",-23.57103,EE. PROFA. CARMELINDA MARQUES PEREIRA,-46.3937,Da 70ª à 77ª; 289ª; 305ª; 333ª; 353ª;,CIDADE TIRADENTES,404
5909,JARDIM IGUATEMI,"RUA CONFEDERAÇÃO DOS TAMOIOS, 182, São Paulo",-23.599134,EE. JARDIM IGUATEMI,-46.443581,Da 97ª à 106ª; 304ª; 326ª; 346ª; 382ª; 392ª; 410ª;,CIDADE TIRADENTES,404
5999,SÍTIO CONCEIÇÃO,"RUA DO PAI NOSSO, 7, São Paulo",-23.579201,EMEF. ELIAS SHAMMASS,-46.39389,Da 61ª à 69ª; 288ª; 297ª; 314ª; 360ª; 376ª; 417ª; 426ª; 438ª;,CIDADE TIRADENTES,404
1506,CIDADE TIRADENTES,"RUA EDMUNDO ORIOLI, 85, São Paulo",-23.601206,EE. CAMILO CASTELO BRANCO,-46.394127,107ª; 294ª; 338ª; 386ª; 452ª;,CIDADE TIRADENTES,404
2125,JARDIM MARILU,"RUA ÉRICO SEMMER, S/N, São Paulo",-23.597401,EMEF. HENRIQUE SOUZA FILHO HENFIL,-46.423099,121ª; 293ª; 327ª; 351ª; 363ª; 384ª;,CIDADE TIRADENTES,404
5921,CIDADE TIRADENTES,"RUA FRANCISCO JOSÉ VIANA, 894, São Paulo",-23.611111,EMEF. VLADIMIR HERZOG,-46.396679,Da 11ª à 25ª; 301ª; 372ª;,CIDADE TIRADENTES,404
5590,COHAB SANTA ETELVINA,"RUA IGARAPÉ ÁGUA AZUL, 1259, São Paulo",-23.596889,EMEF. PROF. ANTÔNIO D'ÁVILA,-46.41103,Da 242ª à 253ª; 316ª; 340ª; 403ª;,CIDADE TIRADENTES,404
2644,CONJUNTO INACIO MONTEIRO,"RUA IGARAPÉ DA BELA AURORA, 435, São Paulo",-23.57469,EE. COHAB INÁCIO MONTEIRO III,-46.399864,310ª; 325ª; 339ª; 355ª; 368ª; 373ª; 407ª; 427ª; 444ª; 451ª;,CIDADE TIRADENTES,404
3106,CONJUNTO INACIO MONTEIRO,"RUA IGARAPÉ GUARÁ, 90, São Paulo",-23.570345,EMEF. SEN. LUIS CARLOS PRESTES,-46.400131,Da 265ª à 271ª; 356ª;,CIDADE TIRADENTES,404
4435,CONJUNTO INACIO MONTEIRO,"RUA INÁCIO MONTEIRO, 1391, São Paulo",-23.586393,EE. CÉSAR DONATO CALABREZ,-46.381226,Da 231ª à 241ª; 375ª;,CIDADE TIRADENTES,404
4402,VILA IOLANDA II,"RUA INÁCIO MONTEIRO, 3206, São Paulo",-23.586491,EE. OSVALDO GAGLIARDI,-46.381126,Da 202ª à 211ª; 404ª; 432ª; 440ª; 449ª;,CIDADE TIRADENTES,404
5975,COHAB PRESTES MAIA,"RUA INÁCIO PINTO LIMA, 199, São Paulo",-23.56646,EE. GOVERNADOR PAULO SARASATE,-46.408951,Da 122ª à 136ª; 364ª;,CIDADE TIRADENTES,404
42,COLONIA (ZONA LESTE),"RUA PROFESSOR HASEGAWA, São Paulo",-23.565559,INTERNATO FAZENDA DO CARMO - FUNDACAO CASA,-46.427051,237ª.,CONJUNTO JOSÉ BONIFÁCIO,405
5519,COHAB JUSCELINO KUBITSCHEK,"RUA JORGE MARACCINI PONFILIO, 60, São Paulo",-23.56403,EMEF. JUSCELINO KUBITSCHEK DE OLIVEIRA,-46.395439,Da 150ª à 165ª.,CIDADE TIRADENTES,404
2488,CIDADE TIRADENTES,"RUA JOSE ROMEIRO, S/N, São Paulo",-23.59326,EE. FÚLVIO ABRAMO,-46.40181,321ª; 323ª; 330ª; 337ª; 342ª; 347ª; 366ª;,CIDADE TIRADENTES,404
5634,COHAB CASTRO ALVES,"RUA MILAGRE DOS PEIXES, 700, São Paulo",-23.58042,EE. JORGE LUIS BORGES,-46.407108,Da 190ª à 201ª; 354ª; 374ª; 421ª;,CIDADE TIRADENTES,404
5695,COHAB SANTA ETELVINA,"RUA NASCER DO SOL, 180, São Paulo",-23.591446,EMEF. DEP. CAIO SÉRGIO POMPEU DE TOLEDO,-46.41687,Da 78ª à 87ª; 290ª; 298ª; 308ª; 389ª; 409ª; 422ª;,CIDADE TIRADENTES,404
7032,CIDADE TIRADENTES,"RUA OLÍMPIA MONTANI, 231, São Paulo",-23.591255,EMEF. VER. ANNA LAMBERGA ZEGLIO,-46.401165,Da 48ª à 60ª; 359ª; 378ª; 385ª; 395ª; 400ª; 428ª;,CIDADE TIRADENTES,404
4673,CIDADE TIRADENTES,"RUA PADRE ALDEMAR MOREIRA, 200, São Paulo",-23.5998,EE. FERNANDO PESSOA,-46.399712,Da 137ª à 149ª.,CIDADE TIRADENTES,404
2971,CIDADE TIRADENTES,"RUA PADRE ALDEMAR MOREIRA, 461, São Paulo",-23.598339,EE. MARIUMA BUAZAR MAUAD,-46.393677,Da 88ª à 96ª.,CIDADE TIRADENTES,404
740,COHAB JUSCELINO KUBITSCHEK,"RUA FLORIANO ARRESTI, 52, São Paulo",-23.590733,EE. GUERRA JUNQUEIRO,-46.391487,311ª; 313ª; 396ª;,CIDADE TIRADENTES,404
4876,JARDIM DAS LARANJEIRAS,"RUA PIRÂMIDE DOS PIQUES, S/N, São Paulo",-23.606819,EE. ANTONIETA DE SOUZA ALCÂNTARA,-46.43396,Da 1ª à 10ª; 358ª; 381ª; 408ª;,CIDADE TIRADENTES,404
2421,COHAB CASTRO ALVES,"RUA SARA KUBITSCHEK, 215, São Paulo",-23.58248,EE. CÂNDIDO PROCÓPIO FERREIRA DE CAMARGO,-46.405491,Da 119ª à 120ª; 295ª; 317ª; 329ª; 343ª; 362ª; 453ª;,CIDADE TIRADENTES,404
48,COHAB JUSCELINO KUBITSCHEK,"RUA UTARO KANAI, S/N, São Paulo",-23.56737,FUNDAÇÃO CASA-CASA GUAIANAZES II,-46.400749,391ª.,CIDADE TIRADENTES,404
5850,CIDADE TIRADENTES,"RUA VÁRZEA NOVA, 40, São Paulo",-23.593752,EMEF. PROFA. OLINDA MENEZES SERRA VIDAL,-46.398468,Da 220ª à 230ª; 299ª; 307ª; 402ª; 416ª; 419ª;,CIDADE TIRADENTES,404
5061,JARDIM PEDRA BRANCA,"ESTRADA IGUATEMI, 4977, São Paulo",-23.584265,EMEF. SATURNINO PEREIRA,-46.415093,Da 137ª à 149ª; 204ª;,CONJUNTO JOSÉ BONIFÁCIO,405
8491,COHAB JOSÉ BONIFÁCIO,"RUA ANTÔNIO GANDINI, 690, São Paulo",-23.53824,EE. PROFA. RUTH CABRAL TRONCARELLI,-46.440659,Da 38ª à 59ª.,CONJUNTO JOSÉ BONIFÁCIO,405
970,COHAB JOSÉ BONIFÁCIO,"RUA AQUARELA DO BRASIL, 20, São Paulo",-23.55131,EE. CONJUNTO HABITACIONAL ITAQUERA IV - I,-46.426262,225ª; 240ª; 254ª; 263ª; 274ª;,CONJUNTO JOSÉ BONIFÁCIO,405
2068,JARDIM PEDRA BRANCA,"RUA ARROIO CAMPO BOM, 215, São Paulo",-23.58732,EMEF. PROFA. CLOTILDE ROSA HENRIQUE ELIAS,-46.422138,192ª; 209ª; 221ª; 230ª; 238ª; 250ª; 257ª; 267ª; 273ª;,CONJUNTO JOSÉ BONIFÁCIO,405
3869,CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO,"RUA CAMUTANGA, 50, São Paulo",-23.56608,EE. ESCRITOR JUAN CARLOS ONETTI,-46.42585,Da 189ª à 190ª; 197ª; 202ª; 212ª; 219ª; 227ª; 236ª; 243ª; 249ª; 259ª; 269ª; 275ª;,CONJUNTO JOSÉ BONIFÁCIO,405
2558,COHAB JOSÉ BONIFÁCIO,"RUA DOMINGOS LISBOA, 139, São Paulo",-23.538263,EE. SALVADOR ALLENDE,-46.433033,Da 185ª à 188ª; 206ª; 234ª; 246ª; 272ª;,CONJUNTO JOSÉ BONIFÁCIO,405
4243,COHAB JOSÉ BONIFÁCIO,"RUA GUILHERME VALÊNCIA, 45, São Paulo",-23.551531,EE. PROF. JOAQUIM SILVÉRIO GOMES DOS REIS,-46.44104,Da 109ª à 117ª; 193ª; 226ª;,CONJUNTO JOSÉ BONIFÁCIO,405
371,COLONIA (ZONA LESTE),"RUA HIROVO KAMINOBO, 1061, A, São Paulo",-23.57612,COLÉGIO CARLOS BRUNETTI,-46.434269,248ª; 258ª; 265ª;,CONJUNTO JOSÉ BONIFÁCIO,405
7932,COHAB JOSÉ BONIFÁCIO,"RUA INÁCIO DONATI, 200, São Paulo",-23.53582,EE. PROFA. INDIANA Z. SIMÕES DE JESUS,-46.42458,Da 60ª à 77ª; 200ª; 216ª; 223ª; 233ª;,CONJUNTO JOSÉ BONIFÁCIO,405
4187,COHAB JOSÉ BONIFÁCIO,"RUA JOÃO PEDRO LUNA, 132, São Paulo",-23.5497,EE. LUÍS VAZ DE CAMÕES,-46.436859,Da 150ª à 156ª; 195ª; 203ª; 222ª; 239ª; 270ª;,CONJUNTO JOSÉ BONIFÁCIO,405
7352,JARDIM SÃO PEDRO,"RUA LUÍS MEDEIROS DA SILVA, 130, São Paulo",-23.546358,EMEF. BENEDITO CALIXTO,-46.428742,Da 1ª à 19ª.,CONJUNTO JOSÉ BONIFÁCIO,405
5679,COHAB JOSÉ BONIFÁCIO,"RUA MURMÚRIOS DA TARDE, 200, São Paulo",-23.553623,EE. FADLO HAIDAR,-46.444813,Da 118ª à 127ª; 198ª; 215ª; 231ª; 242ª; 261ª;,CONJUNTO JOSÉ BONIFÁCIO,405
8453,COHAB JOSÉ BONIFÁCIO,"RUA JARDIM TAMOIO, 100, São Paulo",-23.562099,EE. SALIM FARAH MALUF,-46.444702,Da 78ª à 97ª; 208ª; 252ª;,CONJUNTO JOSÉ BONIFÁCIO,405
5003,COHAB JOSÉ BONIFÁCIO,"RUA ÂNGELO ANDRADE, 51, São Paulo",-23.577204,EE. MARIA DE LOURDES ARANHA ASSIS PACHECO,-46.425476,Da 172ª à 184ª.,CONJUNTO JOSÉ BONIFÁCIO,405
3399,COHAB JUSCELINO KUBITSCHEK,"RUA UTARO KANAI, 501, São Paulo",-23.591048,EE. BERNARDIM RIBEIRO,-46.39595,Da 212ª à 219ª; 303ª;,CIDADE TIRADENTES,404
