aptos_por_local,bairro,endereco,lat,local_de_votacao,long,secoes_eleitorais,zona_eleitoral_nome,zona_eleitoral_nro
5061,VILA SANTANA,"RUA PEDRO DÓLL, 240, São Paulo",-23.491449,COLÉGIO IMPERATRIZ LEOPOLDINA,-46.62817,Da 84ª à 88ª; Da 370ª à 374ª; 436ª; 590ª; 606ª; 627ª;,SANTANA,249
3692,VILA PAULICÉIA,"RUA PROF. ALFREDO BRÉSSER, 50, São Paulo",-23.489094,EMEF PROF. MÁXIMO DE MOURA SANTOS,-46.613937,Da 288ª à 295ª; 442ª; 597ª;,SANTANA,249
4638,SANTANA,"RUA VOLUNTÁRIOS DA PÁTRIA,  1653, São Paulo",-23.50563,COLÉGIO LUÍZA DE MARILLÁC,-46.62645,Da 1ª à 13ª; 431ª;,SANTANA,249
6397,SANTANA,"RUA VOLUNTÁRIOS DA PÁTRIA, 3422, São Paulo",-23.490105,EE. DR. OCTÁVIO MENDES,-46.626019,Da 114ª à 125ª; Da 359ª à 362ª; 435ª; 625ª;,SANTANA,249
5746,SANTANA,"RUA VOLUNTÁRIOS DA PÁTRIA, 777, São Paulo",-23.513397,ESCOLA MUNICIPAL PROF. DERVILLE ALLEGRETTI,-46.626495,Da 14ª à 18ª; Da 375ª à 392ª;,SANTANA,249
3258,VILA ANASTACIO,"AV. EMBAIXADOR MACEDO SOARES, 10935, São Paulo",-23.50959,EE. REINALDO RIBEIRO DA SILVA,-46.68969,Da 114ª à 122ª; 293ª;,LAPA,250
827,VILA DOS REMEDIOS,"RUA PRESGRAVE DO AMARAL, 160, São Paulo",-23.516199,CEI EDUCANDÁRIO SÃO DOMINGOS,-46.75193,358ª; 390ª; 436ª;,LAPA,250
4291,VILA LEOPOLDINA,"AV. IMPERATRIZ LEOPOLDINA, 550, São Paulo",-23.527741,UNIVERSIDADE MOGI DAS CRUZES,-46.734032,377ª; 384ª; 393ª; 396ª; 404ª; 408ª; 412ª; 417ª; 420ª; 428ª; 437ª; Da 443ª à 445ª; 454ª;,LAPA,250
3583,VILA PIAUI,"AV. MUTINGA, 4855, São Paulo",-23.502529,EMEI ANTÔNIO RAPOSO TAVARES,-46.75692,296ª; 312ª; Da 331ª à 332ª; 360ª; 367ª; 385ª; 405ª; 414ª;,LAPA,250
748,VILA ANASTACIO,"AV. RAIMUNDO PEREIRA DE MAGALHÃES, 1201, São Paulo",-23.5098,EE. ALEXANDRE VON HUMBOLDT,-46.715031,123ª; 356ª; 450ª;,LAPA,250
4671,JARDIM SÃO PAULO (ZONA NORTE),"RUA PROF. FÁBIO FANUCCHI, 425, São Paulo",-23.495681,EE. PROF. ANTONIO LISBOA,-46.633358,Da 276ª à 287ª; 613ª;,SANTANA,249
5051,VILA MANGALOT,"PRAÇA ITAQUIRAI, S/N, São Paulo",-23.50498,EE. OCTÁVIO MONTEIRO DE CASTRO,-46.744309,Da 239ª à 251ª.,LAPA,250
1515,VILA IPOJUCA,"PRAÇA TCHECO, S/N, São Paulo",-23.530161,EMEI. RICARDO GONÇALVES,-46.706711,372ª; 387ª; 395ª; 406ª; 446ª;,LAPA,250
3122,VILA ROMANA,"RUA ACURUÁ, 241, São Paulo",-23.53808,EE.  MARINA CERQUEIRA CÉSAR,-46.70063,Da 175ª à 180ª; 302ª; 348ª;,LAPA,250
3478,VILA DOS REMEDIOS,"RUA ADÃO GONÇALVES, 70, São Paulo",-23.50967,EE. PAULO NOGUEIRA FILHO,-46.75415,Da 135ª à 143ª.,LAPA,250
1721,PARQUE SAO DOMINGOS,"RUA AGOSTINHO DOS SANTOS, 235, São Paulo",-23.503,EE. ANTONIO CARLOS FERREIRA NOBRE,-46.738621,306ª; 320ª; 342ª; 378ª; 429ª;,LAPA,250
5202,LAPA,"RUA ANTÔNIO RAPOSO, 87, São Paulo",-23.521391,EE. ANHANGUERA,-46.705681,Da 27ª à 38ª; 307ª; 322ª;,LAPA,250
4486,JARDIM SANTO ELIAS,"RUA ARMANDO FLAMARION COELHO, 241, São Paulo",-23.496931,EMEF. RUI BLOEM,-46.749889,Da 252ª à 262ª; 430ª;,LAPA,250
2653,VILA JAGUARA,"RUA ARTUR ORLANDO, 907, São Paulo",-23.512621,EE. PROF. AYRES DE MOURA,-46.749371,Da 71ª à 74ª; 291ª; 321ª; 336ª;,LAPA,250
3872,VILA JAGUARA,"RUA ARTUR ORLANDO, 985, São Paulo",-23.511829,EE. PIO TELLES PEIXOTO,-46.748852,Da 86ª à 93ª; 292ª; 335ª;,LAPA,250
3855,ALTO DA LAPA,"RUA CAATIVA, 15, São Paulo",-23.535151,EE. ALFREDO PAULINO,-46.70908,Da 157ª à 166ª; 423ª;,LAPA,250
932,VILA MANGALOT,"RUA CARLO PERINELLO, S/N, São Paulo",-23.503229,EMEI. PAULO VI,-46.744179,354ª; 386ª; 421ª;,LAPA,250
4429,VILA DOS REMEDIOS,"RUA CARLOS ALBERTO VANZOLINI, 397, São Paulo",-23.5138,EE. JOSÉ ALTENFELDER SILVA,-46.75182,Da 124ª à 134ª; 310ª;,LAPA,250
1172,VILA LEOPOLDINA,"RUA CARLOS WEBER, 1315, São Paulo",-23.531403,COLÉGIO MADRE PAULA MONTALT,-46.72702,355ª; 362ª; 370ª;,LAPA,250
5431,VILA LEOPOLDINA,"RUA CARLOS WEBER, 835, São Paulo",-23.528481,CENTRO EDUCACIONAL SESI GASTÃO VIDIGAL,-46.729912,Da 202ª à 211ª; 309ª; 317ª; 328ª; 434ª; 447ª; 455ª;,LAPA,250
2260,VILA ROMANA,"RUA CERRO CORÁ, 2375, São Paulo",-23.5359,COLÉGIO OSWALD DE ANDRADE,-46.7178,357ª; 363ª; 374ª; 391ª; 402ª; 419ª; 451ª; 453ª;,LAPA,250
4194,VILA ROMANA,"RUA CERRO CORÁ, 770, São Paulo",-23.539967,EE. PROF.MANUEL CIRIDIÃO BUARQUE,-46.704689,Da 167ª à 174ª; 303ª; 326ª; 350ª;,LAPA,250
2466,PARQUE MARIA DOMITILA,"RUA CORONEL ALBINO REGO, 132, São Paulo",-23.495831,EMEF. GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO,-46.738869,Da 379ª à 383ª; 411ª; 435ª;,LAPA,250
4316,ALTO DA LAPA,"RUA DALTON, 10, São Paulo",-23.525785,EE. JOSÉ MONTEIRO BOANOVA,-46.722992,Da 94ª à 102ª; 315ª; 347ª; 426ª;,LAPA,250
4438,LAPA,"RUA DOM JOÃO V, 164/166, São Paulo",-23.52066,COLÉGIO PRÉ MÉDICO,-46.709679,Da 12ª à 17ª; Da 67ª à 70ª; 290ª; 314ª;,LAPA,250
3536,ALTO DA LAPA,"RUA DOS ALIADOS, 540, São Paulo",-23.529671,EE. REYNALDO PORCHAT,-46.716274,Da 103ª à 109ª; 313ª; 346ª; 424ª;,LAPA,250
2802,ALTO DA LAPA,"RUA DUARTE DA COSTA, 1246, São Paulo",-23.524651,INSTITUTO DE ENSINO SANTO IVO,-46.718849,Da 110ª à 113ª; 316ª; 334ª; 399ª;,LAPA,250
4649,VILA MANGALOT,"RUA EVANDRO DANTON FERREIRA GANDRA, S/N, São Paulo",-23.49683,EE. ANTONIO FRANCISCO REDONDO,-46.742729,Da 221ª à 231ª; 298ª;,LAPA,250
1158,VILA GUEDES,"RUA FÁBIO DE ALMEIDA MAGALHÃES, 95, São Paulo",-23.498592,EMEI. PADRE CHARBONNEAU,-46.747875,Da 263ª à 264ª; 295ª;,LAPA,250
1512,LAPA DE BAIXO,"LARGO DA LAPA, S/N, São Paulo",-23.543845,EMEI. PROFESSORA NEYDE GUZZI DE CHIACCHIO,-46.712494,352ª; 368ª; 389ª; 403ª;,LAPA,250
4663,LAPA DE BAIXO,"LARGO DA LAPA, 124, São Paulo",-23.539281,EE. GUILHERME KUHLMANN,-46.713696,Da 1ª à 11ª; 297ª;,LAPA,250
5144,VILA LEOPOLDINA,"RUA GUAIPÁ, 678, São Paulo",-23.521025,ETEC PROF. BASILIDES DE GODOY,-46.729053,Da 191ª à 201ª; 294ª; 340ª; 422ª;,LAPA,250
1931,PARQUE SAO DOMINGOS,"RUA LUIS ELIAS ATTIÊ, 296/300, São Paulo",-23.498087,INSTITUTO DE ENSINO ROSATI E CRUCIANI,-46.737045,351ª; 365ª; 398ª; 407ª; 413ª;,LAPA,250
3906,LAPA,"RUA NOSSA SENHORA DA LAPA, 270/284, São Paulo",-23.52178,COLÉGIO E FACULDADES INTEGRADAS CAMPOS SALLES,-46.703609,Da 18ª à 26ª; 338ª;,LAPA,250
5103,LAPA,"RUA NOSSA SENHORA DA LAPA, 615, São Paulo",-23.52471,EE. PEREIRA BARRETO,-46.705471,Da 39ª à 49ª; 323ª; 329ª;,LAPA,250
4628,VILA HAMBURGUESA,"RUA PAULO FRANCO, 815, São Paulo",-23.53582,EMEF. DILERMANDO DIAS DOS SANTOS,-46.724731,Da 146ª à 156ª; 301ª;,LAPA,250
4174,VILA JAGUARA,"RUA PAÚVA, 644, São Paulo",-23.513741,EMEF PROF. JOSÉ FERRAZ DE CAMPOS,-46.746868,Da 75ª à 85ª.,LAPA,250
3593,VILA ROMANA,"RUA ROMA, 350, São Paulo",-23.522659,COLÉGIO HEITOR GARCIA UNIDADE II,-46.70005,Da 50ª à 56ª; 325ª; 337ª; 438ª;,LAPA,250
1903,ALTO DA LAPA,"RUA SALDANHA DA GAMA, 485, São Paulo",-23.530661,EMEI JEAN PIAGET,-46.7127,Da 280ª à 282ª; 319ª; 343ª;,LAPA,250
1477,VILA RIBEIRO DE BARROS,"RUA SILVA AIROSA, 100, São Paulo",-23.52013,EMEF. MINISTRO ANÍBAL FREIRE,-46.742493,Da 144ª à 145ª; 300ª; 349ª;,LAPA,250
3912,AGUA BRANCA,"RUA TIBÉRIO, 145, São Paulo",-23.5247,EE. DR. EDMUNDO DE CARVALHO,-46.688381,Da 57ª à 66ª.,LAPA,250
8156,VILA ROMANA,"RUA TITO, 1175, São Paulo",-23.52824,COLÉGIO MÓDULO,-46.703079,Da 265ª à 279ª; 299ª; 330ª; 345ª; 364ª; 371ª; 409ª;,LAPA,250
4878,VILA IPOJUCA,"RUA TONELEROS, 407, São Paulo",-23.531612,EE. ROMEU DE MORAES,-46.704231,Da 181ª à 190ª; 311ª; 327ª; 425ª;,LAPA,250
4408,JARDIM AMERICA,"ALAMEDA  GABRIEL MONTEIRO DA SILVA, 1555 - PRÉDIO 2, São Paulo",-23.57272,COLÉGIO MADRE ALIX 1295,-46.6819,Da 61ª à 63ª; Da 224ª à 231ª; 240ª;,PINHEIROS,251
4240,JARDIM PAULISTANO,"ALAMEDA GABRIEL MONTEIRO DA SILVA, 1715, São Paulo",-23.573879,COLÉGIO MADRE ALIX - 1112,-46.683121,Da 109ª à 118ª; 302ª;,PINHEIROS,251
4335,ALTO DE PINHEIROS,"AVENIDA DIÓGENES RIBEIRO DE LIMA, 2001, São Paulo",-23.542601,EE. EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO,-46.715981,Da 169ª à 179ª.,PINHEIROS,251
7751,PINHEIROS,"AVENIDA PEDROSO DE MORAIS, 420, São Paulo",-23.566368,EE. FERNÃO DIAS PAES,-46.689392,Da 1ª à 20ª.,PINHEIROS,251
1990,JARDIM ATIBAIA,"PRAÇA PROFA. EMÍLIA BARBOSA DE LIMA, 51, São Paulo",-23.54578,COLÉGIO VERA CRUZ,-46.702957,246ª; 249ª; 261ª; 274ª; 315ª;,PINHEIROS,251
4173,JARDIM DAS BANDEIRAS,"RUA ALVES GUIMARÃES, 1511, São Paulo",-23.549824,EE. PROFº ANTONIO ALVES CRUZ,-46.682136,Da 150ª à 158ª; 245ª; 291ª;,PINHEIROS,251
4229,VILA IDA,"RUA ALVILÂNDIA, 409, São Paulo",-23.545959,EE. PROFº VICTOR OLIVA,-46.7071,Da 159ª à 168ª; 305ª;,PINHEIROS,251
2755,JARDIM ATIBAIA,"RUA BERNARDA LUIZ, 301, São Paulo",-23.54471,COLÉGIO SANTA CLARA,-46.701462,Da 218ª à 223ª; 304ª;,PINHEIROS,251
2645,SUMAREZINHO,"RUA CAPOTE VALENTE, 1121, São Paulo",-23.55265,FACULDADE SUMARÉ,-46.679192,Da 268ª à 271ª; 276ª; 283ª; 309ª;,PINHEIROS,251
4591,PINHEIROS,"RUA CARDEAL ARCOVERDE, 1097, São Paulo",-23.55855,COLÉGIO STELLA MARIS,-46.683048,Da 143ª à 149ª; 279ª; 282ª; 286ª; 288ª; 295ª;,PINHEIROS,251
4571,PINHEIROS,"RUA CONÊGO EUGÊNIO LEITE, 825, São Paulo",-23.562111,SAINT FRANCIS SCHOOL,-46.682018,Da 124ª à 133ª; 306ª; 316ª;,PINHEIROS,251
4421,VILA MADALENA,"RUA DOM ROSALVO, 131, São Paulo",-23.544085,COLÉGIO HUGO SARMENTO,-46.697094,Da 180ª à 184ª; Da 213ª à 217ª; 239ª; 301ª;,PINHEIROS,251
3535,PARQUE SAO DOMINGOS,"RUA JOSÉ DE MORAIS, 191, São Paulo",-23.540383,EMEF DES. EUCLIDES CUSTÓDIO DA SILVEIRA,-46.711464,Da 232ª à 238ª; 304ª; 318ª;,LAPA,250
4191,PARQUE SAO DOMINGOS,"RUA TOMAS LOPES FERREIRA, 110, São Paulo",-23.5237,EMEF. AMADEU MENDES,-46.73584,Da 212ª à 220ª; 415ª; 431ª;,LAPA,250
4608,VILA MADALENA,"RUA DOS MORÁS, 630, São Paulo",-23.55653,EE.BRASÍLIO MACHADO,-46.693859,Da 202ª à 212ª; 300ª;,PINHEIROS,251
4179,PINHEIROS,"RUA FERREIRA DE ARAÚJO, 527, São Paulo",-23.562378,ETE. GUARACY SILVEIRA,-46.697872,242ª; Da 255ª à 256ª; 259ª; 262ª; Da 264ª à 265ª; 272ª; 278ª; 284ª; 290ª;,PINHEIROS,251
6497,PINHEIROS,"RUA FERREIRA DE ARAÚJO, 809, São Paulo",-23.564953,UNIP,-46.697964,Da 50ª à 60ª; Da 232ª à 238ª;,PINHEIROS,251
2595,PINHEIROS,"RUA FRADIQUE COUTINHO, 2200, São Paulo",-23.550341,EMEF. PROFº OLAVO PEZZOTTI,-46.694172,251ª; 258ª; 263ª; 266ª; 275ª; 285ª; 297ª;,PINHEIROS,251
1894,VILA MADALENA,"RUA GIRASSOL, 898, São Paulo",-23.55139,ESCOLA OSWALD DE ANDRADE,-46.691971,Da 198ª à 201ª; 312ª;,PINHEIROS,251
4929,VILA MADALENA,"RUA JERICÓ, 256, São Paulo",-23.551121,EE.CARLOS MAXIMILIANO PEREIRA  DOS SANTOS,-46.68932,Da 185ª à 197ª.,PINHEIROS,251
5709,JARDIM AMERICA,"RUA JOÃO MOURA, 727, São Paulo",-23.5592,EE.GODOFREDO FURTADO,-46.678742,Da 86ª à 100ª.,PINHEIROS,251
7175,JARDIM PAULISTANO,"RUA JUQUIÁ, 166, São Paulo",-23.570871,ESCOLA BRITÂNICA DE SÃO PAULO,-46.681625,Da 21ª à 26ª; Da 119ª à 123ª; Da 134ª à 138ª; 267ª; 280ª; 292ª; 308ª;,PINHEIROS,251
3372,JARDIM AMERICA,"RUA LISBOA, 974, São Paulo",-23.556169,GOETHE- INSTITUT,-46.681969,Da 101ª à 108ª; 241ª;,PINHEIROS,251
1040,PINHEIROS,"RUA NAVARRO DE ANDRADE, 152, São Paulo",-23.564791,FIA - INSTITUTO DE ADMINISTRAÇÃO,-46.68861,252ª; 254ª; 314ª; 317ª;,PINHEIROS,251
6691,ALTO DE PINHEIROS,"RUA OROBÓ, 383, São Paulo",-23.55055,COLÉGIO SANTA CRUZ,-46.71582,Da 64ª à 75ª; 243ª; 293ª; Da 298ª à 299ª; 311ª;,PINHEIROS,251
4011,PINHEIROS,"RUA PADRE CARVALHO,S/N, São Paulo",-23.563459,EE. ALFREDO BRESSER,-46.696522,Da 39ª à 49ª.,PINHEIROS,251
1754,VILA MADALENA,"RUA PURPURINA, 290, São Paulo",-23.55369,EMEI. PROFª ZILDA DE FRANCESCHI,-46.69109,248ª; 253ª; 257ª; 277ª; 313ª;,PINHEIROS,251
6165,PINHEIROS,"RUA TEODORO SAMPAIO, 688, São Paulo",-23.557329,CENTRO INTERESCOLAR OBJETIVO,-46.676979,Da 76ª à 85ª; Da 139ª à 142ª; 289ª; 296ª;,PINHEIROS,251
1768,VILA CENTENARIO,"AV. ALVINÓPOLIS, 1360, São Paulo",-23.531218,EMEI. NENÉ DO AMANHA,-46.530594,239ª; 246ª; 260ª; 303ª; 327ª;,PENHA DE FRANÇA,252
6768,VILA ESPERANCA,"AV. AMADOR BUENO DA VEIGA, 2932, São Paulo",-23.522585,EE. PROFº GABRIEL ORTIZ,-46.518002,Da 127ª à 138ª; 228ª; 265ª; 267ª; 272ª; 277ª; 281ª;,PENHA DE FRANÇA,252
7283,PENHA DE FRANÇA,"AV. AMADOR BUENO DA VEIGA, 604, São Paulo",-23.52224,EE. BARÃO DE RAMALHO,-46.539097,Da 45ª à 62ª; 309ª;,PENHA DE FRANÇA,252
348,PENHA DE FRANÇA,"AV. CONDESSA ELIZABETH ROBIANO S/N, São Paulo",-23.518829,CEU. TIQUATIRA,-46.555199,321ª; 329ª;,PENHA DE FRANÇA,252
4499,VILA CARLOS DE CAMPOS,"AV. DR. ORÊNCIO VIDIGAL, 212, São Paulo",-23.53101,ETE. PROFº APRÍGIO GONZAGA,-46.538849,Da 1ª à 10ª; 233ª; 296ª;,PENHA DE FRANÇA,252
4407,PENHA DE FRANÇA,"AV. GABRIELA MISTRAL, 520, São Paulo",-23.516621,EE. BARÃO DE SOUZA QUEIROZ,-46.549648,Da 79ª à 89ª; 231ª; 306ª;,PENHA DE FRANÇA,252
4012,VILA ESPERANCA,"AV. PADRES OLIVETANOS, 783, São Paulo",-23.529341,COLÉGIO OLIVETANO,-46.527371,Da 148ª à 153ª; 211ª; 214ª; 223ª; 236ª; 295ª;,PENHA DE FRANÇA,252
5870,PENHA DE FRANÇA,"PRAÇA NOSSA SENHORA DA PENHA, 161, São Paulo",-23.5264,COLÉGIO SÃO VICENTE DE PAULO,-46.54956,Da 22ª à 30ª; Da 208ª à 209ª; 212ª; 218ª; Da 220ª à 221ª; 225ª; 313ª;,PENHA DE FRANÇA,252
4534,VILA RÉ,"RUA  SÃO SERAPIÃO, 396, São Paulo",-23.5277,EE. PROFº JOSÉ BARTOCCI,-46.499119,Da 154ª à 162ª; 235ª; 288ª; 301ª;,PENHA DE FRANÇA,252
4478,VILA GRANADA,"RUA ALICANTE, 483, São Paulo",-23.52388,EE. ALMIRANTE CUSTÓDIO JOSÉ DE MELLO,-46.518108,Da 120ª à 126ª; 238ª; 251ª; 255ª; 291ª; 299ª;,PENHA DE FRANÇA,252
2743,ALTO DE PINHEIROS,"RUA DONA ELISA DE MORAES MENDES, 39, São Paulo",-23.554546,COLÉGIO RAINHA DA PAZ,-46.700134,247ª; 250ª; 260ª; 273ª; 281ª; 287ª; 294ª;,PINHEIROS,251
4231,PENHA DE FRANÇA,"RUA COMENDADOR CANTINHO, 394, São Paulo",-23.52507,FACULDADE DRUMMOND,-46.55059,Da 39ª à 44ª; 229ª; 234ª; 252ª; 279ª; 297ª;,PENHA DE FRANÇA,252
2092,PENHA DE FRANÇA,"RUA FRANCISCO COIMBRA, 403, São Paulo",-23.526251,SENAC PENHA,-46.54052,245ª; 249ª; 258ª; 274ª; 284ª; 302ª;,PENHA DE FRANÇA,252
4344,VILA RÉ,"RUA MARCIANO CAPELLA, 257, São Paulo",-23.531389,EE. PROFª ADALGISA MOREIRA PIRES,-46.492908,Da 163ª à 173ª; 310ª;,PENHA DE FRANÇA,252
5523,VILA ESPERANCA,"RUA MARIA CARLOTA, 400, São Paulo",-23.52475,EE. DOM JOÃO MARIA OGNO OSB.,-46.528622,Da 107ª à 119ª; 290ª; 308ª; 330ª;,PENHA DE FRANÇA,252
1972,VILA SAO GERALDO,"RUA MARIA TEREZA ASSUNÇÃO, 441, São Paulo",-23.516367,COLÉGIO PENHA DE FRANÇA,-46.541863,240ª; 257ª; 271ª; 282ª; 315ª; 324ª;,PENHA DE FRANÇA,252
1197,PENHA DE FRANÇA,"RUA MIRANDINHA, 881, São Paulo",-23.529961,EE. PROFª RITA JÚLIA DE OLIVEIRA,-46.535599,292ª; 294ª; 318ª; 326ª;,PENHA DE FRANÇA,252
3694,VILA RÉ,"RUA NHATUMANI, 568, São Paulo",-23.525419,COLÉGIO DOURADO,-46.500279,244ª; 253ª; 256ª; 263ª; 266ª; 270ª; 276ª; 319ª; 322ª; 325ª; 328ª;,PENHA DE FRANÇA,252
4773,PENHA DE FRANÇA,"RUA PADRE BENEDITO DE CAMARGO, 762, São Paulo",-23.521057,EE. NOSSA SENHORA DA PENHA,-46.547928,Da 73ª à 78ª; 217ª; 227ª; 232ª; 261ª; 275ª; 283ª; 312ª;,PENHA DE FRANÇA,252
6676,VILA RÉ,"RUA PANGAUÁ, 210, São Paulo",-23.52953,EE. PROFª MARIA APARECIDA DE CASTRO MASIERO,-46.49921,Da 193ª à 204ª; 210ª; 213ª; 219ª; 222ª; 285ª; 311ª;,PENHA DE FRANÇA,252
8284,VILA RÉ,"RUA PUQUIXÃ, S/N, São Paulo",-23.524651,EE. PROFª MARIA DE CARVALHO SENNE,-46.509781,Da 174ª à 192ª; 215ª; 293ª; 317ª;,PENHA DE FRANÇA,252
2814,VILA ESPERANCA,"RUA RINCÃO, 40, São Paulo",-23.529093,OFICINA PEDAGÓGICA LESTE 1,-46.521564,Da 100ª à 106ª; 307ª;,PENHA DE FRANÇA,252
3996,PENHA DE FRANÇA,"RUA SANTO AFONSO, 273, São Paulo",-23.679634,EE. PADRE ANTÃO,-46.63649,Da 31ª à 38ª; 241ª; 286ª; 305ª;,PENHA DE FRANÇA,252
1357,VILA RÉ,"RUA SANTO HENRIQUE, 50, São Paulo",-23.530031,CDC. ENTURMANDO VILA RÉ CIRCO ESCOLA,-46.501862,248ª; 250ª; 264ª; 314ª;,PENHA DE FRANÇA,252
4359,VILA SANTANA,"RUA SÃO SEVERIANO, 217, São Paulo",-23.51815,EE. PROFº JOSÉ DE CAMPOS CAMARGO,-46.533585,Da 90ª à 99ª; 230ª; 316ª;,PENHA DE FRANÇA,252
4437,VILA LAIS,"RUA TUJUBA, 1475, São Paulo",-23.515209,EE. ESTHER FRANKEL SAMPAIO,-46.541889,Da 63ª à 72ª; 287ª; 298ª;,PENHA DE FRANÇA,252
5212,VILA MARIETA,"RUA UICÓ, 533, São Paulo",-23.52195,EE. PROFº THEODOMIRO EMERIQUE,-46.52142,Da 139ª à 147ª; 216ª; 237ª; 262ª; 300ª; 323ª;,PENHA DE FRANÇA,252
4891,VILA RICA,"AV. INCONFIDÊNCIA MINEIRA, 576, São Paulo",-23.58061,EE. EDUARDO CARLOS PEREIRA,-46.51815,Da 237ª à 241ª; 440ª; Da 449ª à 450ª; Da 454ª à 456ª; 459ª; 563ª;,TATUAPÉ,253
10666,VILA ANTONIETA,"AV. RIO DAS PEDRAS, 2022, São Paulo",-23.570971,EE. PROF. MOACYR CAMPOS,-46.507008,Da 173ª à 200ª; 414ª;,TATUAPÉ,253
5506,VILA CARRAO,"AVENIDA GUILHERME GIORGI, 430, São Paulo",-23.550381,ESCOLA SANTA MARINA,-46.543289,Da 281ª à 292ª; 551ª; 589ª; 613ª; 627ª; 636ª; 647ª;,TATUAPÉ,253
4390,VILA NOVA YORK,"PRAÇA CÂNDIDO MENDES DE ALMEIDA, 184, São Paulo",-23.58029,EE. PROFª ARACY LEME DA VEIGA RAVACHE,-46.507118,Da 226ª à 236ª; 543ª;,TATUAPÉ,253
3563,VILA NOVA MANCHESTER,"PRAÇA HAROLDO DALTRO, 466, São Paulo",-23.546772,EMEF GUIMARÃES ROSA,-46.531452,Da 323ª à 330ª; 554ª; 580ª; 626ª;,TATUAPÉ,253
1723,VILA NOVA MANCHESTER,"PRAÇA HAROLDO DALTRO, S/N, São Paulo",-23.54623,EMEI PROFª SUZANA EVANGELINA FELIPPE,-46.533291,433ª; 437ª; 484ª; 504ª; 553ª; 608ª;,TATUAPÉ,253
3689,MARANHAO,"RUA ADELINO DE ALMEIDA CASTILHO, 178, São Paulo",-23.533266,EE. CARLOS ESCOBAR,-46.5565,Da 52ª à 60ª; 549ª; 576ª;,TATUAPÉ,253
5453,VILA GOMES CARDIM,"RUA AGUAPEÍ, 831, São Paulo",-23.550899,EE. DR. BENEDITO ESTEVAM DOS SANTOS,-46.554851,Da 132ª à 145ª; 556ª; 577ª;,TATUAPÉ,253
2027,VILA RÉ,"RUA HERMILO ALVES, 1090, São Paulo",-23.522283,COLÉGIO RAMA - UNIDADE 2,-46.532249,Da 205ª à 207ª; 226ª; 243ª; 269ª;,PENHA DE FRANÇA,252
1726,JARDIM CATARINA,"RUA ANTÔNIO FERRACIOLI, 283, São Paulo",-23.58429,EE. MARIA PRESTES MAIA,-46.51384,478ª; 502ª; 526ª; 564ª; 599ª; 606ª; 631ª;,TATUAPÉ,253
3789,VILA GOMES CARDIM,"RUA APUCARANA, 815, São Paulo",-23.545666,ETE. MARTIN LUTHER KING,-46.563766,Da 165ª à 172ª; 509ª; 521ª;,TATUAPÉ,253
5463,VILA CARRAO,"RUA CEL. AMARO SOBRINHO, 303, São Paulo",-23.55554,EE. PROFª IRENE RIBEIRO,-46.522942,Da 338ª à 352ª; 436ª; 593ª;,TATUAPÉ,253
1168,PARQUE BOTURUSSU,"RUA MARCO POLO, 905, São Paulo",-23.49761,C.E.I. DELSON DOMINGUES,-46.487911,717ª; 754ª; 775ª;,ERMELINO MATARAZZO,326
3958,VILA ANTONIETA,"RUA CORONEL JOÃO DE OLIVEIRA MELO, 967, São Paulo",-23.576321,EE. DUQUE DE CAXIAS,-46.51226,Da 254ª à 263ª.,TATUAPÉ,253
789,PARQUE MARIA LUIZA,"RUA DR. MARIANO CURSINO DE MOURA, 395, São Paulo",-23.558208,EMEI OLÂNDYA PERES RIBEIRO,-46.516037,430ª; 438ª; 453ª;,TATUAPÉ,253
4114,PARQUE MARIA LUIZA,"RUA DR. PAULO DE ANDRADE ARANTES, 125, São Paulo",-23.55781,EMEF SÉRGIO MILLIET,-46.51712,Da 368ª à 379ª; 558ª;,TATUAPÉ,253
3138,VILA GOMES CARDIM,"RUA EUCLIDES PACHECO, 478, São Paulo",-23.54863,COLÉGIO SÃO FRANCISCO,-46.570251,514ª; 527ª; 530ª; 537ª; 539ª; 571ª; 581ª; 598ª; 609ª; 618ª; 630ª; 635ª; 644ª;,TATUAPÉ,253
5863,TATUAPE,"RUA FELIPE CAMARÃO, 350, São Paulo",-23.53797,EE. OSWALDO CATALANO,-46.579403,Da 1ª à 9ª; Da 28ª à 31ª; 66ª; 399ª; 405ª; 419ª; 544ª;,TATUAPÉ,253
2186,CHACARA CALIFORNIA,"RUA FRANCISCO MACHADO DE CAMPOS, 294, São Paulo",-23.54105,EE. PROF. ALVINO BITTENCOURT,-46.546551,476ª; 495ª; 517ª; 532ª; 565ª; 588ª; 603ª; 620ª; 642ª;,TATUAPÉ,253
4722,VILA GOMES CARDIM,"RUA FRANCISCO MARENGO, 475, São Paulo",-23.541348,EE. PROF. PAULO NOVAES DE CARVALHO,-46.559154,Da 146ª à 157ª; 597ª;,TATUAPÉ,253
8354,CHACARA CALIFORNIA,"RUA GONÇALO NUNES, 310, 366, São Paulo",-23.544161,COLÉGIO MARY WARD,-46.549351,Da 74ª à 79ª; Da 264ª à 270ª; Da 302ª à 307ª; 400ª; 403ª; 415ª; 566ª;,TATUAPÉ,253
